class,message
0,"วันนี้สั่งมา...ส่งก็ช้า เปิดมาก็ไม่มีซอส ไม่มีอะไรมาให้โทรไปถามก็ว่าอยู่ไกล กว่าจะเอาซอสมาให้อีกก็ร่วมชั่วโมง....กินแต่พิซซ่าเปล่าๆ5555( ให้ห้าดาวเรื่องบริการห่วยมากๆ แค่ครั้งเดียวพออะ)"
0,"สปาเกตตี้ขี้เมา เค็มมากกกกกกกกกกกินคำเดียวพุ่งเลยฝากปรับปรุงหน่อยนะคับ"
0,"ตอนนี้กินอยู่ที่เซ็นทรัลพระราม2 เรื่องอาหาร อันดับแรก รสชาติโอเคนะครับ ไม่แย่มาก ปกติดี แต่หน้าตาอาหารนี่ ผิดกับรูปโปรโมทโดยสิ้นเชิง"
0,"วันนี้สั่งมากินที่บ้าน รสชาติของสปาเกตตี้ ซีฟู๊ดขี้เมา คำแรกที่กินเข้าไป นึกว่าทำเกลือหก เค็มชนิดที่เอาปากชาเลยทีเดียว...ปรับปรุงด้วยนะคะ....ขอบคุณคะ"
0,"วันที่29 ณ.สาขาริเวอร์ไซค์ตรงข้ามสน.บุคคโล ผมจะไปกับเพื่อนกินที่ร้าน ถึงร้านตอน21.15 พนักงานบอกว่ารับแต่สั่งกลับบ้านเท่านั้นผมก็โอเคงั้นกินที่บ้าน พอเลือกหน้าจ่ายตังไปพนักงานบอกรอ15นาที ผมก็นั่งรอ ไม่ถึง5นาทีมีคนต่างชาติมานั่งแต่ไม่มีพนักงานต้อนรับ เกือบๆ10นาที พนักงานก็มาเก็บโต๊ะข้างๆที่ชาวต่างชาติเขานั่ง เก็บเสร็จก็มารับออเดอร์สะงั้น ผมก็ฟังไม่รุ้เรื่องนะว่าเขาพุดไรกันคงคิดว่าไม่รับทานนี่แล้วละมั้ง ไปๆมาๆรับออรเดอร์เขาไปทำ และก็มีลูกค้ามาอีก2จ้าว พนักงานก็เชิญด้่านใน คือผมงงว่ามาคนเดียวแล้วไม่รับนั่งในร้านหรอหรือยังไง?ไงไงก็ฝากเตือนไปถึงสาขานี้ด้วยนะครับ"
0,รบกวนปรับปรุงความสะอาดด้วยนะคะ สาขาสยามเซนเตอร์แมลงสาบ 1 ตัวบนโต๊ะอาหารและอีก 1 ตัวบนพื้นนะคะ
0,วันนี้สั่งออเดอร์ผ่านทางอินเตอร์เน็ต แต่ออเดอร์มาช้ามากจนครบกำหนดเวลาสั่งตามที่ขึ้นในอินเตอร์เน็ต ก็ยังไม่มีคนมาส่งจึงลองโทรไปตามที่ call center ต้องโทรตาม 2 รอบ ถึงจะมีเบอร์ที่สาขาโทรกลับมา แล้วแจ้งเราว่าออเดอร์เราไปอยู่ที่สมุทรปราการ ตลกป๊ะเรานั่งเฝ้าอยู่หน้าจอคือขึ้นว่าเป็นบ้านเลขที่เราเลย แล้วไงก็บอกว่าจะตามออเดอร์ให้ เราก็รอไปอีก ร่วมแล้วเราสั่งไปตอน 1 ทุ่ม 37 ออเดอร์มา 3 ทุ่มแล้วไง คนขับมาส่งไม่พูดขอโทษเราซักคำที่มาช้า แล้วพิซซ่ากับไก่แบบไม่มีความร้อนเลย เหมือนทำนานแล้วคุณเอาของเราไปเก็บไว้เหรอหรือยังไง ??? คือเสียความรู้สึกมาก
0,"ทานที่ร้าน สาขา Tesco lotus สงขลา...สั่งแบบถาดละ 159บ. บอกเรยว่า #ห่วยมากคับ...สั่งหน้าแฮมเบค่อน แทบไม่มีชิ้นเนื้อ มะขือเทศรวมๆไม่ถึงครี่งลูก(6ชิ้น บางชิ้นไม่มีมะเขือเทศ)...สั่งหน้าสไปซี่ทูน่า เจอแต่วิญญาณ...แบบนี้มันไม่ใช่โปรโมชั่น แต่เป็นการลดราคา ลดคุณภาพ ลดปริมาณ...กินไปมีแต่แป้ง เสียดายตังค์ เสียดายเวลา เสียความรุ้สึก...ถ้าเทียบกับรูปโฆษณา บอกเรยว่า ""นี่มันเศษเหลือชัดๆ!"""
0,เมื่อไม่นานไปสั่งพิชซ่าเป็นชุดครอบครัว159บาท ให้วันเกิดแม่ ให้เครื่องน้อยส่วนหนึ่งไปสั่งในช่วงเทศกาลวันหยุดลูกค้าเยอะก็เข้าใจ แต่ไม่เข้าใจว่าทำไมเครื่องน้อยมาก แต่พนักงานบริการดี เสียดายไม่ได้ถ่ายรูปพิชซ่าไว้
0,เมื่อวานไปเที่ยวโคราช แวะซื้อพิซซ่า ที่สาขาโลตัวหัวทะเล พนักงานบริการไม่ดีเลย มองดูลูกค้าแบบดูถูกดูแคลน มองแบบเหยียดหยาม ประมาณว่า มีเงินซื้อด้วยเหรอ จะจำชื่อคนให้บริการไว้ค่ะ
0,วันนี้ไปใช้บริการพิซซ่าที่สาขาโลตัสจันทบุรี ด้านอาหารถือว่าดี แต่ขอติตรงด้านการบริการหน่อยนะค่ะ พนังการ ไม่สนใจลูกค้าเลย ได้แต่ยืนอยุ่ไกลๆ ไม่ประจำจุด ไม่ทั่วถึงเลย พอจะเรียกใล้บริการเรียกสั่งอาหาร เห็นเรายกมือมองนะค่ะ แน่มองผ่านละนิ่งละ เดินไปทางอื่น พอตะโกดเรียกก็ทำเป็นไม่ได้ยิน เสียความรู้สึกมากเลยค่ะ ถ้ามีบริการแบบนี้ ใครจะเข้าอีกค่ะ เราเห็นโต๊ะอื่นเรียกก็ไม่หันเหมือนกันค่ะ บริการแย่มาก
0,บริการแย่ จัดส่งล่าช้าถึงยี่สิบนาที พอแจ้งว่าจะเอาบัตรส่วนลดใช้ภายในวันนั้น ไม่ยอมให้ลูกค้าใช้ ผมก็ตีคืนออเดอร์ทั้งหมดเนื่องจากเป็นความผิดทางพิซซ่าคอมพานีเองที่จัดส่งไม่ตรงตามเวลาที่รับประกัน แถมผู้จัดการร้านยังทะเลาะกับลูกค้าอีก
0,ซึ้อ1แถม1น่าจะทุกขนาด ราคา159ได้แค่2หน้า คึนกําไรให้ลูกค้าได้แค่นี้เองเหรอ
0,วันนี้สั่งถาดใหญ่ 2 ถาด 1328 บาทเหลือบานเลย เพราะเค็มมากๆ ลดความเค็มลงหน่อยจะดีมากๆเลย
0,ซื้อ1 แถม1 แต่สั่งอย่าง ได้อย่าง ของฟรีอ่าเนอะ ทำไงได้
0,"วันนี้โทรไปOrder Pizza #1112 เวลา 20:34 น. ใช้เบอร์เดิมที่เคยสั่งประจำที่บ้าน แต่เปลี่ยนที่อยู่จัดส่งใหม่ รอไปประมาณ30นาที มีเบอร์ 092-2810673 โทรมาแจ้งว่า กำลังไปส่ง แต่จะช้าหน่อย .... รอต่อไปอีกครบ1ชั่วโมง โทรไปถามว่าถึงไหนแล้ว ก็บอกอีกว่ากำลังไปใกล้ถึงแล้ว ... รอไปอีก1ชั่วโมง15นาที โทรถามว่าถึงไหนแล้ว แต่กลับบอกว่า ""น้องลืมorderไว้ที่ร้านกำลังกลับมาเอา"" .... คงบอกได้เพียงว่า ""ไม่รอแล้วค่ะ cancelไปเลย"" เราไม่รู้หรอกน่ะ ว่าที่พนง.แจ้งมันจริงหรือเท็จ แต่บอกได้เลย คุณเสียลูกค้าที่ทานมาเป็น10ปี จากนี้ขอลาขาด #แย่มาก #thepizzacompany #1112 #เลิกกินตลอดชีวิต #โมโหหิว"
0,ถ้ากดให้ 0 คะแนนได้ก็จะให้ 0 วันนี้ได้ไปรับประทานที่สาขา เซ็นทรัลเชียงราย พนักงานบริการได้แย่มาก ไม่มี sarvice mind ใดๆทั้งสิ้น อยู่ๆก็เอาซอสมะเขือเทศมาวางแล้วเดินไปเฉยๆ สั่งพิซซ่าพนักงานบอกว่ารอประมาณ15 นาทีแต่จริงๆแล้ว รอครึ่ง ชม. สั่งไก่ทอดซอสเกาหลี รอ 1 ชม. เรียกพนง.มาสอบถาม 2 รอบ รอบแรกบอกให้รอกำลังทำพอรอบสองถึงได้ความว่าเตาไม่ค่อยดี แล้วทำไมไม่รู้จักบอกแต่แรก จะได้เปลี่ยนเมนู สุดท้ายได้ห่อไก่กลับ เพราะออกมาตอนเที่ยง ต้องรีบกลับไปทำงานต่อ เสียความรู้สึกมากๆ จะไม่มีทางกลับไปกินอีกแน่นอน
0,"อเข้าใจว่าเราไม่รู้จะสั่งอะไร เพราะถามโปรมีอะไรบ้างก็ไม่ยอมบอก พอจะเป็นที่เป็นเซท ราคาเท่ากัน ดันบอก void ไม่ได้ ไม่ได้โทษพนักงานนะ คนทำกฎว่าถ้าพนักงาน Void บิลเท่ากับทุจริต ให้จ่ายเอง คือ??ต่อไปไม่ต้องแดกแมร่งละ พิซซ่าเนี่ย แดกแบรนด์อื่นดีกว่า แบรนด์อื่นก็ Void บิลได้ไม่มีปัญหา"
0,"แม่ง ถ้าเป๊ปซี่มึงจะไม่ซ่าขนาดนี้ 109 บาท - เหยือกกูไปซื้อ 7-11 ขวด15 บาทมาแดกยังอร่อยกว่าเลย ไอ่แม่เย็ด"
0,สั่งพิซซ่า 1 ถาด ให้เครื่องปรุง 2 ซอง ทุเรศมากค่ะ นโยบายแบบนี้คิดได้ไงคะ มันแพงมากหรอเครื่องปรุง ละเดี๋ยวนี้ขอเครื่องปรุงเพิ่มกับพนักงานส่ง ก็บอกไม่มี เจริญ เลิกขายเถอะค่ะ ทำธุรกิจแบบนี้
0,ถ้าจะขึ้นสถานะรับออเดอร์แล้ว มีปัญหาก็น่าจะโทรแจ้งกลับมา ไม่ใช่ให้นั่งรอเลยเวลาถึงให้ลูกค้าโทรสอบถามเอง
0,"ขอให้เรตติ้งตามจริง กับสาขาที่ไปใช้บริการบ่อยที่สุดผู้จัดการ #สาขาTheWalkเกษตร แย่มากกกกกกกกกคนก็น้อยมากอยู่แล้ว หน้านี่ไม่รับแขก ทำตัวยุ่งตลอดเวลาหน้าแบบเหมือนแบกโลกไว้ทั้งใบ ไม่อมยิ้มเลย ถามคำตอบคำ คืออะไร ไม่เข้าใจ ควรปรับปรุงด่วน เพื่อเรียกลูกค้านะครับ"
0,"บริการห่วยมาก เวลามีปัญหาติดต่อไม่ได้สักช่องทาง facebook ไม่ตอบ live chat ก็ blocked โทรศัพท์โทรไปแล้วก็ตัดสาย"
0,สาขาMBKชั้น2 มานั่งนานมากๆไม่มีใครมารับออเดอร์ ไม่มีพนักงานเลย ไปยืนออกันที่หน้าเคาเตอร์อาหารอย่างเดียว พออาหารมา ซอสก็ไม่มีต้องเดินไปหยิบเอง อยากให้พนักงานใส่ใจมากกว่านี้
0,สั่งพิซซ่าในเวบชุดคู่พิซซ่าและไก่ ในเซตนี้มันจะได้พิซซ่าถาดกลางสองถาด ถาดนึงเป็นแป้งหนานุ่ม อีกถาดเป็นแป้งบางกรอบ และได้ไก่อีกสี่ชิ้น ทีนี้พนักงานโทรกลับมาว่าแป้งหนานุ่มหมด ขอเปลี่ยนเป็นแป้งบางกรอบแทนได้มั๊ย เราเลยถามเรื่องราคาไปว่าราคาจะลดลงหรือเปล่า (เราจ่ายตังผ่านบัตรไปแล้ว) แต่พนักงานบอกว่าราคาของแป้งบางกรอบแพงกว่าแป้งหนานุ่ม แต่ทางพิซซ่าจะคิดเป็นราคาเดิมให้ เราก็งงๆ เพราะคุ้นๆ ว่าแป้งบางกรอบน่าจะถูกกว่าแป้งหนานุ่ม ทีนี้เราเลยเข้าไปดูราคาในเวบปรากฏว่าแป้งบางกรอบราคาถูกกว่าจ้า ถูกกว่าตั้งร้อยนึงแหนะ
0,"วันนี้สั่งพิซซ่ากินที่ร้าน 2 ถาด ขนาดกลาง รวมเครื่องดื่ม เป็นเงิน 692 บาทจ่ายเงินเสร็จเรียบร้อย ในใบเสร็จด้านล่างบอกว่า ..#พิเศษ เพียงเข้าไปทำแบบสอบถามผ่านทางเว็บของร้านภายใน4วัน กรอกรหัสบนใบเสร็จลงในแบบสอบถาม รับฟรี ไก่นิวออลีน 6 ชิ้นเราก็เลยเข้าไปกรอกรายละเอียดจนเสร็จเรียบร้อยทุกขั้นตอน ได้รับรหัสแลกฟรีเรียบร้อย ทางเว็บของร้านจึงจะขึ้นข้อมูลทีหลังว่า .. #ขอบคุณสำหรับการกรอกแบบสอบถาม ท่านจะต้องซื้อพิซซ่าถาดกลางหนานุ่ม 1 ถาดขึ้นไปก่อน แล้วจึงจะสามารถนำรหัสนี้ไปแลกไก่นิวออลีนได้ฟรี 6 ชิ้นเข้าใจนะว่าเป็นกลยทธุ์ทางการตลาด แต่บอกไม่หมดแบบนี้ มันก็เกินไป .. ทำธุรกิจแบบนี้ควรจะเจ๊งไปเลยนะคะ แนะนำนะคะ ถ้าไม่ใจพอ ก็ ปิดไปเลยค่ะปกติให้คะแนน 4-5 ตลอด ต่อจากนี้ไป เอา 1 ไปละกัน เลิกกินค่ะ"
0,เมื่อวันที่ 02.04.60 ได้โทรสั่งพิซซ่าผ่านทาง 1112 โดยชำระผ่านบัตรเครดิต ทางพนักงานได้ขอรายละเอียดบัตรไปเรียบร้อย ปรากฎว่าหลังจากมาส่งพนักงานส่งบอกว่ายังไม่ได้ชำระ ซึ่งก็แจ้งไปแล้วว่าได้จ่ายผ่านบัตรเครดิตไปแล้ว แต่พนักงานส่งบอกว่าถ้าจ่ายแล้วยอดเงินตรงไหนสักอย่างจะเป็น 0 เลยคิดในใจไม่เป็นไรแล้วไปหยิบเงินมาจ่าย แต่พอวันนี้เอาบิลบัตรเครดิตมาดูได้มีการตัดบัตรไปอีก คืออะไร? ซึ่งได้มีการทวงถามไปแล้ว ถ้าคุณไม่เชื่อลูกค้าก็น่าจะโทรไปถามกับเจ้าหน้าที่ที่รับการสั่ง แล้วงี้ต้องทำไงคะ ซึ่งระยะเวลาก็ผ่านมานานแล้วไม่ได้มีการคิดเงินหรือตรวจสอบยอดเลยหรือคะว่ามีการจ่ายเกินไป ช่วยจัดการเอาเงินคืนให้ด้วยค่ะ ถ้าหากต้องการรายละเอียดเพิ่มเติม ib มาได้ค่ะ (อย่าถามถึงใบเสร็จนะคะ ทิ้งไปแล้วค่ะ)
0,"สั่งไก่ทุกเจ้าไม่รับออเดอร์ เลยลองสั่งพิซซ่า ตั้งแต่เที่ยงตอนนี้บ่ายสามยังไม่ได้กิน ไม่ได้กินไรแต่เช้ากินฟรีแม่งล่ะไม่สงสารเด็กมันล่ะรู้ว่าส่งไม่ได้ไม่ควรรับออเดอร์ โรคกระเพราะแดกห่าถ้าช้านิหน่อยไม่เป็นไรหรอก แน่3ชั่วโมง"
0,"ปรับปรุงนิสัยพนักงานบางคนที่ขี่รถส่ง pizzy หน่อยนะครับ มารยาททรามมาก ขี่รถตัดหน้ารถเรา เราก็เลยบีบแตรไปทีหนึ่ง มันวนรถกลับมาขี่ตีคู่แร้วเคาะกระจก พอเราเอากระจกลง มันถามว่า""มีปัญหาอะไรป่าว"" เหตุเกิดทิ่พัทยากลางนะครับ ฝากหน่อยครับ นักเลงมากเลย..."
0,ทำไมสั่งอาหารหน้าร้านต้องรอนานครับ ในเมื่อสั่งหน้าร้านแล้วสั่งกลับบ้านด้วยน่าจะเร็ว ผมโดนมา 2 ครั้งที่สั่งอาหารกลับบ้านผ่านหน้าร้าน แคชเชียร์บอกรออาหาร 15 นาที แต่ต้องรอถึงครึ่งชั่วโมง
0,จะเข้าไปทานพิซซ่าวันที่ 13 เม.ย.60 เวลา 19.05 น. ที่เซ็นทรัลพระราม 3 พนักงานเดินมาส่งที่โต๊ะ แล้วบอกอีกสักครู่จะมารับออเดอร์ ผ่านไปเกือบ 10 นาที พนักงานเดินมาอีกคน บอกเดี๋ยวมารับออเดอร์ แล้วก็หายไปอีก นั่งรออีก 5 นาที พนักงานไม่มีใครมารับออเดอร์สักคน จึงเดินออกจากร้าน แต่พนักงานก็ยังไม่มีใครสนใจ ถือว่าเป็นสาขาบริการที่แย่มาก
0,อยากทราบว่า เวลาปิดของ ร้านกี่โมงค่ะ คือ น้องชายจะกิน พิซซ่า ไปกินที่ซีคอน ศรีนครินทร์ 2 ทุ่ม ครึ่ง พนักงานบอกปิดแล้ว เเต่ป้ายบอกปิด 3 ทุ่มครึ่ง คืออะไร
0,บริการแย่ค่ะ call center พูดไม่ดี
0,ทำไหมคะ มากินกับลูกต้องสะบัดหน้าทำหน้ากวนตีน ไม่มีแนะนำอะไรใดๆ แดกหมดไป 1122 บาท ครั้งเดียวคะ
0,บริการเดลิเวอร์รี่โอเคนะคะ แต่สาขาเวสเกต ยอมรับว่าแย่ค่ะ
0,บัตรแพง แต่มีเงื่อนไข ไม่ร่วมขอบใหม่ ตอนทำบัตรไม่แจ้งด้วย
0,"สั่ง pizza ได้หน้าเท่าแมวดม"
0,ไปกินที่สาขากระบี่ พนักงานบริการแย่มากค่ะ
0,สั่งพิซซ่า 1 ถาด กับสปาเกตตี้ 1 จาน ที่สาขาเทสโกโลตัสกาฬสินธุ์ กินๆอยู่เจอของแถมเป็นกิ้งกือ รีบวางช้อนเลย..... คืออะไร จะอวกกกกกคะ รบกวนตรวจสอบขั้นตอนการปรุงอาหารด้วยนะคะ
0,อยากทราบว่า สั่งพิซซ่ากลับบ้าน ลูกค้านั่งรอในร้านไม่ได้ใช่ไหมคะ ต้องนั่งรอหน้าร้านอย่างเดียว หรือว่าไง
0,อยากให้ช่วยตรวจสอบให้ด้วยค่ะ วันนี้สั่งชุดพิซซ่าผ่าน 1112 มีสปาเก็ตตี้คาโบนารามาในชุดด้วย พอแกะกล่องสปาเกตตีออกทานได้กลิ่นบูดและเส้นสปาเกตตีแห้งแข็ง (ดูได้จากรูปที่ส่งมาในคอมเมนท์)เวลาเปิดทานประมาณ 7.00 pm เวลาสั่งตามบิล 4:57pm และเวลาที่ของมาส่งคือประมาณ 5:30pm อยากให้ตรวจสอบให้ด้วยค่ะว่า ทำไมอาหารที่นำมาส่งให้ถึงเป็นของบูดเสียแบบนี้ ดูแล้วไม่ใช่ของทำใหม่ๆแน่นอนค่ะ
0,ถ้ามีcall center วีนเหวี่ยงแบบนี้ไม่ต้องมีดีกว่าคะ
0,สั่งมาหลายครั้งละ มารอบนี้เจอพนักงานส่งพิซซ่ามาช้าแถมกดส่งของแล้ว. พอมาถึงมาเหวี่ยงใส่หาว่าไม่มีตังทอนเพราะเจ้าแรกให้แบงค์พัน พูดจาใหญ่โตวางมาดนักเลง มีการเถียงบอกแล้วต้องให้ผมออกไปแลกตังหรอ ทั้งที่ในแอพสั่งของก็มีระบุให้เตรียมตังทอนมาด้วย นี่สั่งของเสียตังนะไม่ใช่กราบตีนขอแดรกฟรี (ขออภัยที่ต้องพูดคำไม่สุภาพ). ความผิดคุณหรือผม. มารยาทแย่ ต่อไปนี้อย่าได้กินอีกเลยแบรนด์นี้ แถมไม่มีการขอโทษสักคำ ขยาด
0,ปรับรุ่งด่วนค่ะ พนักงานแย่มากเรียกรับOrderก็พูดแต่ว่าสักครุ่นะค่ะเพือ จานบนโต้ะก็ยังไม่ได้วางให้มา5คนจานมีแค่2ใบ อีกอย่างสั่งน้ำเป้นรีฟิลโค้ก2แก้ว แทนที่จะเอาน้ำมาเติมกับเปลี่ยนแก้วให้พนักงาน งงอะไรรึป่าวค่ะหมดอารมณ์ในการกิน พนักงานก้ช้ามากทั้งที่ลูกค้าก้ไม่เคยมี อีกอย่างเรื่องที่นั้ง มาผุ้ใหญ่4เด้ก1ให้ต่อโต๊ะยาวทำไมสุดท้ายก้อต้องกลับมานั้งโต๊ะ4ที่นั้งอยุ่ดีวุ่นวายมาก
